id,age_band,work_type,education_level,role_type,household_type,capital_gain_band,capital_loss_band,weekly_hours_band,region_type,protected_group,label
train_1786,band_3,private,11,operations,partnered,none,none,standard,domestic,group_b,1
train_1787,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1788,band_2,private,13,commercial_admin,independent,none,none,high,domestic,group_b,0
train_1789,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1790,band_2,private,13,technical,independent,low,none,standard,domestic,group_b,0
train_1791,band_2,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1792,band_1,private,4,service,shared_household,none,none,standard,regional,group_a,0
train_1793,band_2,private,9,operations,partnered,none,none,high,domestic,group_b,0
train_1794,band_4,public,10,commercial_admin,shared_household,low,none,standard,domestic,group_a,0
train_1795,band_2,public,13,technical,partnered,none,none,standard,domestic,group_b,1
train_1796,band_2,private,10,operations,partnered,none,high,high,domestic,group_b,1
train_1797,band_2,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1798,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1799,band_4,private,10,technical,shared_household,low,none,standard,domestic,group_b,0
train_1800,band_2,private,9,service,independent,none,none,standard,domestic,group_a,0
train_1801,band_3,private,13,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1802,band_2,private,9,operations,shared_household,none,none,standard,regional,group_a,0
train_1803,band_4,self_employed,4,operations,partnered,none,none,standard,domestic,group_b,0
train_1804,band_3,private,10,commercial_admin,partnered,none,none,high,domestic,group_b,0
train_1805,band_3,private,13,technical,partnered,none,none,high,domestic,group_b,1
train_1806,band_2,public,9,commercial_admin,partnered,none,none,standard,domestic,group_b,1
train_1807,band_3,self_employed,10,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_1808,band_1,private,9,operations,partnered,none,none,standard,regional,group_b,0
train_1809,band_3,private,9,operations,independent,none,none,standard,domestic,group_b,0
train_1810,band_1,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1811,band_2,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1812,band_2,private,9,technical,partnered,none,none,high,domestic,group_b,0
train_1813,band_1,private,7,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1814,band_1,public,12,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1815,band_1,private,9,service,independent,none,none,standard,domestic,group_a,0
train_1816,band_3,self_employed,9,technical,partnered,none,none,low,domestic,group_b,0
train_1817,band_2,private,16,technical,shared_household,none,none,low,domestic,group_b,0
train_1818,band_2,private,11,technical,shared_household,none,none,low,domestic,group_a,0
train_1819,band_1,self_employed,3,technical,shared_household,none,none,low,regional,group_b,0
train_1820,band_2,public,11,technical,partnered,none,none,standard,domestic,group_b,1
train_1821,band_1,public,12,commercial_admin,independent,none,low,standard,domestic,group_a,0
train_1822,band_4,public,11,technical,shared_household,none,none,standard,domestic,group_b,1
train_1823,band_3,private,16,technical,partnered,none,none,high,domestic,group_b,1
train_1824,band_1,private,12,technical,shared_household,none,none,standard,domestic,group_b,0
train_1825,band_4,private,15,technical,partnered,none,none,standard,domestic,group_b,1
train_1826,band_4,public,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1827,band_2,private,12,commercial_admin,shared_household,none,none,high,domestic,group_b,0
train_1828,band_1,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1829,band_3,private,12,operations,partnered,none,none,high,domestic,group_b,1
train_1830,band_2,self_employed,10,technical,partnered,none,none,low,domestic,group_a,0
train_1831,band_4,public,9,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1832,band_2,private,10,service,shared_household,none,none,standard,domestic,group_a,0
train_1833,band_1,private,10,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1834,band_2,public,14,technical,independent,none,none,standard,domestic,group_a,0
train_1835,band_3,private,10,technical,partnered,none,none,standard,domestic,group_b,1
train_1836,band_3,private,10,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1837,band_2,private,13,technical,partnered,none,none,standard,domestic,group_a,1
train_1838,band_1,private,11,service,shared_household,none,none,standard,domestic,group_a,0
train_1839,band_2,private,13,service,partnered,none,none,high,other_international,group_b,1
train_1840,band_2,self_employed,14,technical,partnered,none,none,high,domestic,group_b,1
train_1841,band_1,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1842,band_1,private,10,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1843,band_1,self_employed,9,operations,shared_household,none,none,standard,domestic,group_b,0
train_1844,band_1,private,6,service,shared_household,none,none,low,domestic,group_b,0
train_1845,band_3,public,9,service,independent,none,none,low,domestic,group_a,0
train_1846,band_2,self_employed,10,technical,partnered,high,none,standard,domestic,group_b,1
train_1847,band_2,private,15,technical,partnered,none,none,high,domestic,group_b,1
train_1848,band_3,private,10,commercial_admin,independent,none,none,high,domestic,group_b,0
train_1849,band_3,private,4,commercial_admin,shared_household,none,low,low,domestic,group_a,0
train_1850,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1851,band_2,private,11,operations,independent,none,none,standard,domestic,group_b,0
train_1852,band_2,private,12,technical,partnered,none,none,low,domestic,group_a,1
train_1853,band_4,private,15,operations,partnered,high,none,low,domestic,group_b,1
train_1854,band_3,private,9,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1855,band_2,private,9,technical,shared_household,none,none,standard,domestic,group_a,0
train_1856,band_1,public,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1857,band_1,private,10,service,shared_household,none,none,standard,domestic,group_a,0
train_1858,band_3,public,10,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1859,band_3,self_employed,13,technical,shared_household,none,none,high,domestic,group_b,0
train_1860,band_3,private,9,operations,partnered,none,none,high,domestic,group_b,1
train_1861,band_1,private,10,commercial_admin,partnered,none,none,standard,domestic,group_a,0
train_1862,band_3,private,11,service,independent,none,none,low,domestic,group_b,0
train_1863,band_1,private,7,operations,shared_household,none,none,standard,domestic,group_b,0
train_1864,band_4,private,13,commercial_admin,partnered,high,none,low,domestic,group_b,1
train_1865,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1866,band_1,private,9,operations,shared_household,none,none,high,domestic,group_a,0
train_1867,band_2,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_1868,band_1,private,12,operations,independent,none,none,standard,domestic,group_b,0
train_1869,band_4,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_b,0
train_1870,band_3,private,10,operations,partnered,none,none,standard,domestic,group_b,1
train_1871,band_2,private,9,commercial_admin,shared_household,none,low,standard,domestic,group_a,0
train_1872,band_2,private,13,operations,independent,none,high,standard,domestic,group_b,0
train_1873,band_2,self_employed,11,operations,partnered,low,none,high,domestic,group_b,0
train_1874,band_1,private,6,operations,shared_household,none,none,low,domestic,group_b,0
train_1875,band_3,private,9,service,partnered,none,none,standard,regional,group_b,0
train_1876,band_1,private,10,operations,shared_household,none,none,standard,domestic,group_b,0
train_1877,band_1,private,13,service,shared_household,none,none,standard,regional,group_a,0
train_1878,band_3,private,9,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1879,band_1,private,9,service,shared_household,none,none,low,domestic,group_a,0
train_1880,band_2,private,9,commercial_admin,partnered,low,none,standard,domestic,group_a,1
train_1881,band_2,private,12,technical,shared_household,none,none,low,domestic,group_a,0
train_1882,band_1,private,9,service,shared_household,none,none,high,domestic,group_a,0
train_1883,band_3,self_employed,13,commercial_admin,partnered,none,none,high,domestic,group_b,1
train_1884,band_1,private,9,service,independent,none,none,standard,domestic,group_b,0
train_1885,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1886,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1887,band_1,private,10,service,shared_household,none,none,low,domestic,group_a,0
train_1888,band_2,private,10,technical,shared_household,none,none,standard,domestic,group_a,0
train_1889,band_2,private,9,commercial_admin,independent,none,none,standard,domestic,group_a,0
train_1890,band_2,private,13,technical,partnered,none,none,standard,domestic,group_b,0
train_1891,band_4,private,4,operations,partnered,low,none,standard,domestic,group_b,0
train_1892,band_4,self_employed,4,commercial_admin,partnered,none,none,low,domestic,group_b,0
train_1893,band_3,self_employed,13,technical,shared_household,high,none,standard,domestic,group_b,0
train_1894,band_2,private,9,operations,partnered,high,none,high,domestic,group_b,1
train_1895,band_1,private,11,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1896,band_3,private,10,operations,independent,none,none,high,domestic,group_b,0
train_1897,band_3,public,14,technical,partnered,none,low,standard,domestic,group_b,1
train_1898,band_1,private,13,technical,independent,none,none,standard,domestic,group_b,0
train_1899,band_2,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1900,band_2,private,10,operations,independent,none,none,standard,domestic,group_b,0
train_1901,band_3,private,5,commercial_admin,shared_household,none,none,standard,domestic,group_a,0
train_1902,band_3,private,6,operations,partnered,none,none,standard,domestic,group_b,0
train_1903,band_1,self_employed,9,operations,partnered,none,none,standard,domestic,group_b,0
train_1904,band_1,private,7,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1905,band_1,private,13,commercial_admin,shared_household,none,none,standard,other_international,group_b,0
train_1906,band_2,public,14,technical,independent,none,none,standard,domestic,group_a,0
train_1907,band_1,private,9,operations,shared_household,none,none,low,domestic,group_a,0
train_1908,band_3,self_employed,11,operations,partnered,none,none,low,domestic,group_b,0
train_1909,band_1,private,9,technical,shared_household,none,none,low,domestic,group_b,0
train_1910,band_4,private,9,commercial_admin,partnered,none,none,standard,domestic,group_b,0
train_1911,band_1,public,14,technical,partnered,none,none,standard,domestic,group_a,0
train_1912,band_1,private,10,commercial_admin,shared_household,none,none,low,domestic,group_a,0
train_1913,band_1,private,13,technical,independent,none,none,standard,domestic,group_b,0
train_1914,band_2,private,12,technical,shared_household,none,none,low,domestic,group_a,0
train_1915,band_2,public,10,operations,partnered,high,none,standard,domestic,group_b,1
train_1916,band_3,private,13,technical,shared_household,none,none,standard,domestic,group_a,0
train_1917,band_2,private,9,operations,partnered,none,none,standard,domestic,group_b,1
